ID	Cluster	Log price (1 billion VND)	Log area (square meters)	Log usable area (square meters)	Rooms	Bedrooms	WC	Number of floors	Parking	For rent	Facade	Infrastructure	Features	Latitude	Longitude	Distance to center	Log usable area cat
1575	1	1.0986122886681098	3.8918202981106265	4.990432586778736	6.0	3.0	3.0	3.0	0	0	0	1	1	10.7758992	106.7599925	9.301826007786088	2
1576	2	2.0918640616783932	4.406719247264253	6.323641859446314	15.0	7.0	8.0	6.0	0	1	0	1	2	16.0632113	108.2353631	17.14067267662378	4
1577	2	3.091042453358316	4.8283137373023015	6.620073206530356	12.0	5.0	7.0	6.0	0	0	0	1	1	16.0343001	108.2094975	16.35570145840021	4
1578	0	2.0149030205422647	4.248495242049359	5.634789603169249	8.0	4.0	4.0	4.0	1	0	1	1	3	20.8643078	106.6541838	2.341323657846284	3
1579	1	1.55814461804655	4.02535169073515	5.4116460518550396	7.0	4.0	3.0	4.0	1	0	0	1	2	10.868443	106.6358805	8.334615584794175	3
1580	1	1.55814461804655	4.672828834461906	5.365976015021851	8.0	4.0	4.0	2.0	1	0	0	0	1	10.8740551	106.6309377	9.157736981657845	3
1581	3	1.840549633397487	3.7376696182833684	5.172754143572691	7.0	4.0	3.0	4.0	0	0	0	1	1	21.036503	105.7854012	3.3695957654811677	3
1582	1	1.6094379124341003	4.248495242049359	5.634789603169249	7.0	4.0	3.0	4.0	0	0	0	1	1	10.7983097	106.6884708	1.3517391725936616	3
1583	1	2.1162555148025524	4.343805421853684	5.678806488586024	9.0	4.0	5.0	3.0	1	0	0	1	2	10.8349815	106.7257698	5.6689182293098	3
1584	1	0.9360933591703348	4.110873864173311	5.274024673978992	8.0	4.0	4.0	3.0	0	0	0	1	1	10.7855577	106.6948593	2.924912901616619	3
1585	1	1.5040773967762742	4.31748811353631	5.41610040220442	5.0	3.0	2.0	3.0	1	0	1	1	3	10.8540168	106.7616751	10.12122709218844	3
1586	3	1.8870696490323797	3.828641396489095	4.01096295328305	8.0	4.0	4.0	1.0	1	0	0	1	2	21.0226765	105.793585	2.011585839370642	2
1587	3	1.8718021769015913	3.713572066704308	5.3230099791384085	8.0	4.0	4.0	5.0	1	0	1	1	3	21.007603	105.8142049	1.4115146438441006	3
1588	1	1.4747630091074988	3.332204510175204	4.430816798843313	6.0	3.0	3.0	3.0	0	0	0	1	1	10.794454	106.683644	1.5635713779219502	2
1589	1	2.5572273113676265	4.584967478670572	6.194405391104672	14.0	7.0	7.0	5.0	0	0	0	0	0	10.8062251	106.7127851	3.4247279752261317	3
1590	1	1.3609765531356006	4.5217885770490405	5.8027224225111045	5.0	3.0	2.0	3.0	0	1	0	1	2	10.796578	106.6725669	1.6336303934207625	3
1591	1	3.332204510175204	4.430816798843313	5.123963979403259	6.0	3.0	3.0	2.0	0	0	1	1	2	10.9422122	106.7553371	16.92730313339878	3
1592	1	2.9444389791664403	3.9512437185814275	3.9512437185814275	3.0	2.0	1.0	1.0	0	0	0	0	0	10.8383486	106.7137316	4.848658337255254	2
1593	1	2.995732273553991	4.912654885736052	6.522092798170152	18.0	8.0	10.0	5.0	0	0	1	0	1	10.7384906	106.6273449	9.7650680188423	4
1594	1	0.9162907318741551	4.007333185232471	4.700480365792417	5.0	3.0	2.0	2.0	1	0	0	1	2	10.8476776	106.8401211	17.86653745360567	2
1595	1	1.4816045409242156	4.04305126783455	5.206202077640231	8.0	4.0	4.0	3.0	0	0	0	1	1	10.7320791	106.6158462	11.107793064992276	3
1596	3	1.4701758451005926	3.4011973816621555	5.0106352940962555	7.0	3.0	4.0	5.0	1	0	0	0	1	21.0643188	105.8105694	4.908095512375972	2
1597	3	1.3862943611198906	3.6888794541139363	5.337538079701318	12.0	6.0	6.0	5.0	1	0	0	1	2	20.9786611	105.7816639	5.639303605412731	3
1598	3	1.4701758451005926	3.5553480614894135	4.653960350157523	8.0	4.0	4.0	3.0	0	0	0	1	1	20.9753273	105.7893861	5.552357303847037	2
1599	2	1.0116009116784799	3.9512437185814275	4.980863135762585	4.0	2.0	2.0	2.0	0	0	1	1	2	16.0857919	108.2350551	16.293973447902	2
1600	2	2.0412203288596382	5.0106352940962555	6.396929655216146	8.0	4.0	4.0	4.0	1	0	0	1	2	16.0578068	108.2170919	15.632713233800906	4
1601	1	1.8562979903656263	4.0943445622221	5.318119993844216	7.0	4.0	3.0	3.0	0	0	0	1	1	10.8374106	106.6806374	3.2319348740396614	3
1602	3	1.6094379124341003	3.8918202981106265	5.278114659230517	9.0	4.0	5.0	4.0	1	0	1	1	3	21.0621803	105.9164058	11.721864065899865	3
1603	3	2.9444389791664403	3.9889840465642745	5.780743515792329	13.0	7.0	6.0	6.0	0	0	1	1	2	21.0104261	105.8184682	1.239207195500913	3
1604	1	1.8870696490323797	4.31748811353631	5.703782474656201	8.0	5.0	3.0	4.0	0	0	0	1	1	10.802305	106.6893084	1.0860085494721843	3
1605	1	0.9162907318741551	4.04305126783455	4.918520005188451	5.0	3.0	2.0	2.0	0	0	0	1	1	10.8356279	106.8300166	16.501082182389933	2
1606	1	3.044522437723423	5.41610040220442	7.025538314638521	8.0	4.0	4.0	5.0	1	0	1	1	3	10.8515428	106.7490546	8.802564980148814	4
1607	1	1.8562979903656263	4.290459441148391	5.676753802268282	8.0	4.0	4.0	4.0	1	0	0	0	1	10.749219	106.5830822	12.602677773877238	3
1608	1	1.916922612182061	4.276666119016055	5.375278407684165	8.0	4.0	4.0	3.0	0	0	0	1	1	10.7343723	106.6127402	11.140204095250084	3
1609	1	1.9315214116032138	4.465908118654584	5.564520407322694	8.0	4.0	4.0	3.0	0	0	1	1	2	10.7358416	106.6214714	10.393441349510688	3
1610	0	2.9444389791664403	5.241747015059643	5.934894195619588	5.0	3.0	2.0	2.0	0	0	1	1	2	20.8528751	106.6765963	1.2387902526272079	3
1611	1	1.7404661748405046	4.276666119016055	5.232177564043492	8.0	4.0	4.0	2.0	1	0	0	1	2	10.7825866	106.6033096	9.008959282470485	3
1612	0	1.5040773967762742	4.442651256490317	5.135798437050262	5.0	3.0	2.0	2.0	0	0	1	1	2	20.852807	106.6722919	0.8934555454946097	3
1613	1	2.970414465569701	5.429345628954441	7.808891763084615	32.0	16.0	16.0	10.0	0	1	1	1	3	10.8494678	106.7435583	8.174726393146948	5
1614	1	1.4586150226995167	3.7612001156935624	4.859812404361672	8.0	4.0	4.0	3.0	1	0	0	0	1	10.7595835	106.5982538	10.588102169207863	2
1615	1	1.7884205679625405	4.007333185232471	5.10594547390058	6.0	3.0	3.0	3.0	0	0	0	1	1	10.805224	106.7362386	5.988323159717615	3
1616	1	1.667706820558076	4.718498871295094	5.4116460518550396	12.0	6.0	6.0	2.0	1	1	0	0	2	10.8314758	106.7758116	10.615945971800185	3
1617	1	1.6486586255873816	3.6888794541139363	4.787491742782046	7.0	3.0	4.0	3.0	0	0	1	1	2	10.759585	106.6284508	7.937001192673893	2
1618	1	2.0541237336955462	4.48863636973214	5.181783550292085	6.0	3.0	3.0	2.0	0	0	1	1	2	10.7588676	106.6343553	7.5371319975652575	3
1619	2	1.6486586255873816	4.605170185988092	5.991464547107982	8.0	4.0	4.0	4.0	0	0	1	1	2	16.0353664	108.2143291	16.69992841036288	3
1620	1	1.8991179875485542	4.382026634673881	5.768320995793772	8.0	4.0	4.0	4.0	1	0	1	1	3	10.7360575	106.5906249	12.77435949249709	3
1621	3	2.970414465569701	4.382026634673881	5.991464547107982	9.0	4.0	5.0	5.0	1	1	0	0	2	22.5512095	105.6200598	171.3966578019529	3
1622	3	1.3480731482996928	3.4965075614664802	5.10594547390058	8.0	4.0	4.0	5.0	0	0	0	1	1	20.9712048	105.8010533	5.585565082078764	3
1623	1	0.8109302162163288	3.8066624897703196	4.499809670330265	4.0	2.0	2.0	2.0	0	0	0	1	1	10.7728965	106.6848042	3.9595385800743013	2
1624	1	0.8544153281560676	3.912023005428146	5.0106352940962555	6.0	3.0	3.0	3.0	1	0	0	1	2	10.7884861	106.6767003	2.27108302963989	2
1625	1	1.6486586255873816	4.174387269895637	5.783825182329737	9.0	4.0	5.0	5.0	0	0	0	1	1	10.8164433	106.6004786	8.895331012059861	3
1626	1	2.6390573296152584	4.382026634673881	5.480638923341991	8.0	5.0	3.0	3.0	0	0	1	1	2	10.7300587	106.7003372	8.946192793034824	3
1627	3	1.423108334242607	3.5263605246161616	5.135798437050262	8.0	4.0	4.0	5.0	1	0	1	1	3	20.9703278	105.7880693	6.11325511289011	3
1628	1	1.7047480922384253	4.382026634673881	5.480638923341991	7.0	3.0	4.0	3.0	1	0	0	1	2	10.796321	106.6313205	5.642416319769058	3
1629	1	1.410986973710262	3.4965075614664802	4.189654742026425	6.0	4.0	2.0	2.0	0	0	0	1	1	10.7851151	106.6679902	2.976322276537735	2
1630	1	2.066862759472976	4.219507705176107	5.382658514981787	9.0	5.0	4.0	3.0	0	0	1	1	2	10.8009592	106.6892424	1.1794094503106898	3
